satname, satId, intl_code, launchDate, period, category
COSMOS 1570, 15031, 1984-056A, June 8 1984, 100.6, STRELA
COSMOS 1566, 15005, 1984-052H, May 28 1984, 114.5, STRELA
COSMOS 1565, 15004, 1984-052G, May 28 1984, 114.7, STRELA
COSMOS 1564, 15003, 1984-052F, May 28 1984, 114.9, STRELA
COSMOS 1563, 15002, 1984-052E, May 28 1984, 115, STRELA
COSMOS 1562, 15001, 1984-052D, May 28 1984, 115.2, STRELA
COSMOS 1561, 15000, 1984-052C, May 28 1984, 115.4, STRELA
COSMOS 1560, 14999, 1984-052B, May 28 1984, 115.6, STRELA
COSMOS 1559, 14998, 1984-052A, May 28 1984, 115.8, STRELA
COSMOS 1538, 14759, 1984-019A, February 21 1984, 100.4, STRELA
COSMOS 1529, 14618, 1984-001H, January 5 1984, 115.7, STRELA
COSMOS 1528, 14617, 1984-001G, January 5 1984, 115.3, STRELA
COSMOS 1527, 14616, 1984-001F, January 5 1984, 115.1, STRELA
COSMOS 1526, 14615, 1984-001E, January 5 1984, 114.9, STRELA
COSMOS 1525, 14614, 1984-001D, January 5 1984, 114.8, STRELA
COSMOS 1524, 14613, 1984-001C, January 5 1984, 114.6, STRELA
COSMOS 1523, 14612, 1984-001B, January 5 1984, 114.4, STRELA
COSMOS 1522, 14611, 1984-001A, January 5 1984, 115.5, STRELA
COSMOS 1503, 14401, 1983-103A, October 12 1983, 100.5, STRELA
COSMOS 1486, 14240, 1983-079A, August 3 1983, 100.4, STRELA
COSMOS 1480, 14178, 1983-069H, July 6 1983, 115.8, STRELA
COSMOS 1479, 14177, 1983-069G, July 6 1983, 115.6, STRELA
COSMOS 1478, 14176, 1983-069F, July 6 1983, 115.4, STRELA
COSMOS 1477, 14175, 1983-069E, July 6 1983, 115.2, STRELA
COSMOS 1476, 14174, 1983-069D, July 6 1983, 115, STRELA
COSMOS 1475, 14173, 1983-069C, July 6 1983, 114.8, STRELA
COSMOS 1474, 14172, 1983-069B, July 6 1983, 114.6, STRELA
COSMOS 1473, 14171, 1983-069A, July 6 1983, 114.4, STRELA
COSMOS 1452, 13991, 1983-031A, April 12 1983, 100.5, STRELA
COSMOS 1436, 13768, 1983-002H, January 19 1983, 114.5, STRELA
COSMOS 1435, 13767, 1983-002G, January 19 1983, 114.7, STRELA
COSMOS 1434, 13766, 1983-002F, January 19 1983, 114.9, STRELA
COSMOS 1433, 13765, 1983-002E, January 19 1983, 115, STRELA
COSMOS 1432, 13764, 1983-002D, January 19 1983, 115.2, STRELA
COSMOS 1431, 13763, 1983-002C, January 19 1983, 115.4, STRELA
COSMOS 1430, 13762, 1983-002B, January 19 1983, 115.6, STRELA
COSMOS 1429, 13761, 1983-002A, January 19 1983, 115.8, STRELA
COSMOS 1420, 13648, 1982-109A, November 11 1982, 100.4, STRELA
COSMOS 1395, 13382, 1982-073H, July 21 1982, 115.9, STRELA
COSMOS 1394, 13381, 1982-073G, July 21 1982, 115.6, STRELA
COSMOS 1393, 13380, 1982-073F, July 21 1982, 115.5, STRELA
COSMOS 1392, 13379, 1982-073E, July 21 1982, 115.3, STRELA
COSMOS 1391, 13378, 1982-073D, July 21 1982, 115.1, STRELA
COSMOS 1390, 13377, 1982-073C, July 21 1982, 114.9, STRELA
COSMOS 1389, 13376, 1982-073B, July 21 1982, 114.7, STRELA
COSMOS 1388, 13375, 1982-073A, July 21 1982, 114.5, STRELA
COSMOS 1371, 13241, 1982-051A, June 1 1982, 100.6, STRELA
COSMOS 1364, 13167, 1982-040H, May 6 1982, 116, STRELA
COSMOS 1363, 13166, 1982-040G, May 6 1982, 115.7, STRELA
COSMOS 1362, 13165, 1982-040F, May 6 1982, 115.6, STRELA
COSMOS 1361, 13164, 1982-040E, May 6 1982, 115.4, STRELA
COSMOS 1360, 13163, 1982-040D, May 6 1982, 115.2, STRELA
COSMOS 1359, 13162, 1982-040C, May 6 1982, 115, STRELA
COSMOS 1358, 13161, 1982-040B, May 6 1982, 114.8, STRELA
COSMOS 1357, 13160, 1982-040A, May 6 1982, 114.6, STRELA
COSMOS 1354, 13148, 1982-037A, April 28 1982, 100.6, STRELA
COSMOS 1331, 13027, 1982-001A, January 7 1982, 100.2, STRELA
COSMOS 1327, 12982, 1981-116H, November 28 1981, 116.9, STRELA
COSMOS 1326, 12981, 1981-116G, November 28 1981, 117, STRELA
COSMOS 1325, 12980, 1981-116F, November 28 1981, 117.1, STRELA
COSMOS 1324, 12979, 1981-116E, November 28 1981, 117.1, STRELA
COSMOS 1323, 12978, 1981-116D, November 28 1981, 117.2, STRELA
COSMOS 1322, 12977, 1981-116C, November 28 1981, 117.2, STRELA
COSMOS 1321, 12976, 1981-116B, November 28 1981, 117.2, STRELA
COSMOS 1320, 12975, 1981-116A, November 28 1981, 117.3, STRELA
COSMOS 1302, 12791, 1981-084A, August 28 1981, 100.4, STRELA
COSMOS 1294, 12643, 1981-074H, August 6 1981, 114.4, STRELA
COSMOS 1293, 12642, 1981-074G, August 6 1981, 114.6, STRELA
COSMOS 1292, 12641, 1981-074F, August 6 1981, 115.3, STRELA
COSMOS 1291, 12640, 1981-074E, August 6 1981, 115.1, STRELA
COSMOS 1290, 12639, 1981-074D, August 6 1981, 114.9, STRELA
COSMOS 1289, 12638, 1981-074C, August 6 1981, 114.8, STRELA
COSMOS 1288, 12637, 1981-074B, August 6 1981, 115.5, STRELA
COSMOS 1287, 12636, 1981-074A, August 6 1981, 115.7, STRELA
COSMOS 1269, 12442, 1981-041A, May 7 1981, 100.5, STRELA
COSMOS 1257, 12327, 1981-022H, March 6 1981, 115.4, STRELA
COSMOS 1256, 12326, 1981-022G, March 6 1981, 115.2, STRELA
COSMOS 1255, 12325, 1981-022F, March 6 1981, 115.1, STRELA
COSMOS 1254, 12324, 1981-022E, March 6 1981, 114.9, STRELA
COSMOS 1253, 12323, 1981-022D, March 6 1981, 115.6, STRELA
COSMOS 1252, 12322, 1981-022C, March 6 1981, 114.8, STRELA
COSMOS 1251, 12321, 1981-022B, March 6 1981, 114.6, STRELA
COSMOS 1250, 12320, 1981-022A, March 6 1981, 114.4, STRELA
COSMOS 1235, 12114, 1980-102H, December 23 1980, 114.6, STRELA
COSMOS 1234, 12113, 1980-102G, December 23 1980, 114.6, STRELA
COSMOS 1233, 12112, 1980-102F, December 23 1980, 114.7, STRELA
COSMOS 1232, 12111, 1980-102E, December 23 1980, 114.6, STRELA
COSMOS 1231, 12110, 1980-102D, December 23 1980, 114.6, STRELA
COSMOS 1230, 12109, 1980-102C, December 23 1980, 114.5, STRELA
COSMOS 1229, 12108, 1980-102B, December 23 1980, 114.6, STRELA
COSMOS 1228, 12107, 1980-102A, December 23 1980, 114.4, STRELA
COSMOS 1199, 11882, 1980-058H, July 9 1980, 116, STRELA
COSMOS 1198, 11881, 1980-058G, July 9 1980, 115.8, STRELA
COSMOS 1197, 11880, 1980-058F, July 9 1980, 115.6, STRELA
COSMOS 1196, 11879, 1980-058E, July 9 1980, 115.4, STRELA
COSMOS 1195, 11878, 1980-058D, July 9 1980, 115.1, STRELA
COSMOS 1194, 11877, 1980-058C, July 9 1980, 114.9, STRELA
COSMOS 1193, 11876, 1980-058B, July 9 1980, 114.7, STRELA
COSMOS 1192, 11875, 1980-058A, July 9 1980, 114.5, STRELA
COSMOS 1190, 11869, 1980-056A, July 1 1980, 100.4, STRELA
COSMOS 1163, 11698, 1980-012H, February 11 1980, 116.1, STRELA
COSMOS 1162, 11697, 1980-012G, February 11 1980, 115.9, STRELA
COSMOS 1161, 11696, 1980-012F, February 11 1980, 115.7, STRELA
COSMOS 1160, 11695, 1980-012E, February 11 1980, 115.4, STRELA
COSMOS 1159, 11694, 1980-012D, February 11 1980, 115.2, STRELA
COSMOS 1158, 11693, 1980-012C, February 11 1980, 115, STRELA
COSMOS 1157, 11692, 1980-012B, February 11 1980, 114.8, STRELA
COSMOS 1156, 11691, 1980-012A, February 11 1980, 114.6, STRELA
COSMOS 1140, 11573, 1979-089A, October 11 1979, 100.2, STRELA
COSMOS 1137, 11545, 1979-084H, September 25 1979, 115.8, STRELA
COSMOS 1136, 11544, 1979-084G, September 25 1979, 115.6, STRELA
COSMOS 1135, 11543, 1979-084F, September 25 1979, 115.5, STRELA
COSMOS 1134, 11542, 1979-084E, September 25 1979, 115.3, STRELA
COSMOS 1133, 11541, 1979-084D, September 25 1979, 115.1, STRELA
COSMOS 1132, 11540, 1979-084C, September 25 1979, 115, STRELA
COSMOS 1131, 11539, 1979-084B, September 25 1979, 114.8, STRELA
COSMOS 1130, 11538, 1979-084A, September 25 1979, 114.6, STRELA
COSMOS 1125, 11510, 1979-078A, August 28 1979, 100.5, STRELA
COSMOS 1110, 11425, 1979-060A, June 28 1979, 100.5, STRELA
COSMOS 1088, 11303, 1979-024H, March 15 1979, 116.1, STRELA
COSMOS 1087, 11302, 1979-024G, March 15 1979, 115.9, STRELA
COSMOS 1086, 11301, 1979-024F, March 15 1979, 115.4, STRELA
COSMOS 1085, 11300, 1979-024E, March 15 1979, 115.6, STRELA
COSMOS 1084, 11299, 1979-024D, March 15 1979, 115.2, STRELA
COSMOS 1083, 11298, 1979-024C, March 15 1979, 115, STRELA
COSMOS 1082, 11297, 1979-024B, March 15 1979, 114.7, STRELA
COSMOS 1081, 11296, 1979-024A, March 15 1979, 114.5, STRELA
COSMOS 1058, 11135, 1978-109H, December 5 1978, 116.2, STRELA
COSMOS 1057, 11134, 1978-109G, December 5 1978, 115.9, STRELA
COSMOS 1056, 11133, 1978-109F, December 5 1978, 115.7, STRELA
COSMOS 1055, 11132, 1978-109E, December 5 1978, 115.5, STRELA
COSMOS 1054, 11131, 1978-109D, December 5 1978, 115.3, STRELA
COSMOS 1053, 11130, 1978-109C, December 5 1978, 115.1, STRELA
COSMOS 1052, 11129, 1978-109B, December 5 1978, 114.9, STRELA
COSMOS 1051, 11128, 1978-109A, December 5 1978, 114.7, STRELA
COSMOS 1048, 11111, 1978-105A, November 16 1978, 100.4, STRELA
COSMOS 1041, 11050, 1978-091H, October 4 1978, 115.8, STRELA
COSMOS 1040, 11049, 1978-091G, October 4 1978, 116.1, STRELA
COSMOS 1039, 11048, 1978-091F, October 4 1978, 116.3, STRELA
COSMOS 1038, 11047, 1978-091E, October 4 1978, 115.6, STRELA
COSMOS 1037, 11046, 1978-091D, October 4 1978, 115.4, STRELA
COSMOS 1036, 11045, 1978-091C, October 4 1978, 115.1, STRELA
COSMOS 1035, 11044, 1978-091B, October 4 1978, 114.7, STRELA
COSMOS 1034, 11042, 1978-091A, October 4 1978, 114.9, STRELA
COSMOS 1023, 10961, 1978-063A, June 21 1978, 100.2, STRELA
COSMOS 1020, 10937, 1978-056H, June 7 1978, 114.8, STRELA
COSMOS 1019, 10936, 1978-056G, June 7 1978, 115, STRELA
COSMOS 1018, 10935, 1978-056F, June 7 1978, 115.2, STRELA
COSMOS 1017, 10934, 1978-056E, June 7 1978, 115.4, STRELA
COSMOS 1016, 10933, 1978-056D, June 7 1978, 115.6, STRELA
COSMOS 1015, 10932, 1978-056C, June 7 1978, 115.9, STRELA
COSMOS 1014, 10931, 1978-056B, June 7 1978, 116.1, STRELA
COSMOS 1013, 10930, 1978-056A, June 7 1978, 116.3, STRELA
COSMOS 990, 10676, 1978-019A, February 17 1978, 100.3, STRELA
COSMOS 983, 10590, 1978-005H, January 10 1978, 116, STRELA
COSMOS 982, 10589, 1978-005G, January 10 1978, 115.7, STRELA
COSMOS 981, 10588, 1978-005F, January 10 1978, 115.5, STRELA
COSMOS 980, 10587, 1978-005E, January 10 1978, 115.3, STRELA
COSMOS 979, 10586, 1978-005D, January 10 1978, 114.9, STRELA
COSMOS 978, 10585, 1978-005C, January 10 1978, 114.7, STRELA
COSMOS 977, 10584, 1978-005B, January 10 1978, 114.5, STRELA
COSMOS 976, 10581, 1978-005A, January 10 1978, 115.1, STRELA
COSMOS 968, 10520, 1977-119A, December 16 1977, 100.3, STRELA
COSMOS 946, 10292, 1977-079H, August 24 1977, 115.7, STRELA
COSMOS 945, 10291, 1977-079G, August 24 1977, 115.5, STRELA
COSMOS 944, 10290, 1977-079F, August 24 1977, 115.2, STRELA
COSMOS 943, 10289, 1977-079E, August 24 1977, 115, STRELA
COSMOS 942, 10288, 1977-079D, August 24 1977, 115.9, STRELA
COSMOS 941, 10287, 1977-079C, August 24 1977, 114.6, STRELA
COSMOS 940, 10286, 1977-079B, August 24 1977, 114.4, STRELA
COSMOS 939, 10282, 1977-079A, August 24 1977, 114.8, STRELA
COSMOS 923, 10120, 1977-059A, July 1 1977, 100.6, STRELA
COSMOS 878, 9595, 1976-118H, December 7 1976, 115.3, STRELA
COSMOS 877, 9594, 1976-118G, December 7 1976, 115.1, STRELA
COSMOS 876, 9593, 1976-118F, December 7 1976, 116, STRELA
COSMOS 875, 9592, 1976-118E, December 7 1976, 114.9, STRELA
COSMOS 874, 9591, 1976-118D, December 7 1976, 115.8, STRELA
COSMOS 873, 9590, 1976-118C, December 7 1976, 115.5, STRELA
COSMOS 872, 9589, 1976-118B, December 7 1976, 114.5, STRELA
COSMOS 871, 9588, 1976-118A, December 7 1976, 114.7, STRELA
COSMOS 858, 9443, 1976-098A, September 29 1976, 100.4, STRELA
COSMOS 841, 9022, 1976-069A, July 15 1976, 100.3, STRELA
COSMOS 836, 8923, 1976-061A, June 29 1976, 100.5, STRELA
COSMOS 832, 8896, 1976-054H, June 15 1976, 116, STRELA
COSMOS 831, 8895, 1976-054G, June 15 1976, 115.8, STRELA
COSMOS 830, 8894, 1976-054F, June 15 1976, 115.5, STRELA
COSMOS 829, 8893, 1976-054E, June 15 1976, 115.3, STRELA
COSMOS 828, 8892, 1976-054D, June 15 1976, 115.1, STRELA
COSMOS 827, 8891, 1976-054C, June 15 1976, 114.9, STRELA
COSMOS 826, 8890, 1976-054B, June 15 1976, 116.3, STRELA
COSMOS 825, 8889, 1976-054A, June 15 1976, 114.7, STRELA
COSMOS 798, 8614, 1976-008H, January 28 1976, 116.3, STRELA
COSMOS 797, 8613, 1976-008G, January 28 1976, 116.1, STRELA
COSMOS 796, 8612, 1976-008F, January 28 1976, 115.8, STRELA
COSMOS 795, 8611, 1976-008E, January 28 1976, 115.6, STRELA
COSMOS 794, 8610, 1976-008D, January 28 1976, 115.4, STRELA
COSMOS 793, 8609, 1976-008C, January 28 1976, 115, STRELA
COSMOS 792, 8608, 1976-008B, January 28 1976, 115.2, STRELA
COSMOS 791, 8607, 1976-008A, January 28 1976, 114.7, STRELA
COSMOS 783, 8458, 1975-112A, November 28 1975, 100.5, STRELA
COSMOS 773, 8343, 1975-094A, September 30 1975, 100.4, STRELA
COSMOS 768, 8292, 1975-086H, September 17 1975, 115.6, STRELA
COSMOS 767, 8291, 1975-086G, September 17 1975, 115.3, STRELA
COSMOS 766, 8290, 1975-086F, September 17 1975, 114.9, STRELA
COSMOS 765, 8289, 1975-086E, September 17 1975, 116.3, STRELA
COSMOS 764, 8288, 1975-086D, September 17 1975, 116, STRELA
COSMOS 763, 8287, 1975-086C, September 17 1975, 115.8, STRELA
COSMOS 762, 8286, 1975-086B, September 17 1975, 115.1, STRELA
COSMOS 761, 8285, 1975-086A, September 17 1975, 114.7, STRELA
COSMOS 739, 7828, 1975-045H, May 28 1975, 114.8, STRELA
COSMOS 738, 7827, 1975-045G, May 28 1975, 115.7, STRELA
COSMOS 737, 7826, 1975-045F, May 28 1975, 116, STRELA
COSMOS 736, 7825, 1975-045E, May 28 1975, 115.5, STRELA
COSMOS 735, 7824, 1975-045D, May 28 1975, 115.3, STRELA
COSMOS 734, 7823, 1975-045C, May 28 1975, 115, STRELA
COSMOS 733, 7822, 1975-045B, May 28 1975, 116.2, STRELA
COSMOS 732, 7820, 1975-045A, May 28 1975, 114.6, STRELA
COSMOS 718, 7685, 1975-016H, February 28 1975, 115.1, STRELA
COSMOS 717, 7684, 1975-016G, February 28 1975, 116.1, STRELA
COSMOS 716, 7683, 1975-016F, February 28 1975, 115.9, STRELA
COSMOS 715, 7682, 1975-016E, February 28 1975, 115.7, STRELA
COSMOS 714, 7681, 1975-016D, February 28 1975, 115.3, STRELA
COSMOS 713, 7680, 1975-016C, February 28 1975, 114.7, STRELA
COSMOS 712, 7679, 1975-016B, February 28 1975, 114.9, STRELA
COSMOS 711, 7678, 1975-016A, February 28 1975, 115.5, STRELA
COSMOS 684, 7442, 1974-072H, September 19 1974, 114.7, STRELA
COSMOS 683, 7441, 1974-072G, September 19 1974, 114.9, STRELA
COSMOS 682, 7440, 1974-072F, September 19 1974, 115.1, STRELA
COSMOS 681, 7439, 1974-072E, September 19 1974, 115.3, STRELA
COSMOS 680, 7438, 1974-072D, September 19 1974, 115.5, STRELA
COSMOS 679, 7437, 1974-072C, September 19 1974, 115.7, STRELA
COSMOS 678, 7436, 1974-072B, September 19 1974, 116, STRELA
COSMOS 677, 7435, 1974-072A, September 19 1974, 114.5, STRELA
COSMOS 676, 7433, 1974-071A, September 11 1974, 100.5, STRELA
COSMOS 648, 7272, 1974-024H, April 23 1974, 115.2, STRELA
COSMOS 647, 7271, 1974-024G, April 23 1974, 114.9, STRELA
COSMOS 646, 7270, 1974-024F, April 23 1974, 114.7, STRELA
COSMOS 645, 7269, 1974-024E, April 23 1974, 114.3, STRELA
COSMOS 644, 7268, 1974-024D, April 23 1974, 114, STRELA
COSMOS 643, 7267, 1974-024C, April 23 1974, 114.1, STRELA
COSMOS 642, 7266, 1974-024B, April 23 1974, 113.8, STRELA
COSMOS 641, 7265, 1974-024A, April 23 1974, 114.5, STRELA
COSMOS 624, 6992, 1973-104H, December 19 1973, 114.2, STRELA
COSMOS 623, 6991, 1973-104G, December 19 1973, 114.6, STRELA
COSMOS 622, 6990, 1973-104F, December 19 1973, 114.4, STRELA
COSMOS 621, 6989, 1973-104E, December 19 1973, 114.8, STRELA
COSMOS 620, 6988, 1973-104D, December 19 1973, 115.5, STRELA
COSMOS 619, 6987, 1973-104C, December 19 1973, 115, STRELA
COSMOS 618, 6986, 1973-104B, December 19 1973, 115.2, STRELA
COSMOS 617, 6985, 1973-104A, December 19 1973, 114, STRELA
COSMOS 614, 6965, 1973-098A, December 4 1973, 100.1, STRELA
COSMOS 595, 6852, 1973-069H, October 2 1973, 114.7, STRELA
COSMOS 594, 6851, 1973-069G, October 2 1973, 114.5, STRELA
COSMOS 593, 6850, 1973-069F, October 2 1973, 114.3, STRELA
COSMOS 592, 6849, 1973-069E, October 2 1973, 113.9, STRELA
COSMOS 591, 6848, 1973-069D, October 2 1973, 114.1, STRELA
COSMOS 590, 6847, 1973-069C, October 2 1973, 115.1, STRELA
COSMOS 589, 6846, 1973-069B, October 2 1973, 114.9, STRELA
COSMOS 588, 6845, 1973-069A, October 2 1973, 115.3, STRELA
COSMOS 571, 6682, 1973-037H, June 8 1973, 113.8, STRELA
COSMOS 570, 6681, 1973-037G, June 8 1973, 114, STRELA
COSMOS 569, 6680, 1973-037F, June 8 1973, 114.2, STRELA
COSMOS 568, 6679, 1973-037E, June 8 1973, 114.4, STRELA
COSMOS 567, 6678, 1973-037D, June 8 1973, 114.8, STRELA
COSMOS 566, 6677, 1973-037C, June 8 1973, 115, STRELA
COSMOS 565, 6676, 1973-037B, June 8 1973, 115.3, STRELA
COSMOS 564, 6675, 1973-037A, June 8 1973, 114.6, STRELA
COSMOS 540, 6323, 1972-104A, December 25 1972, 100.2, STRELA
COSMOS 535, 6270, 1972-087H, November 1 1972, 114.3, STRELA
COSMOS 534, 6269, 1972-087G, November 1 1972, 114, STRELA
COSMOS 533, 6268, 1972-087F, November 1 1972, 113.6, STRELA
COSMOS 532, 6267, 1972-087E, November 1 1972, 113.4, STRELA
COSMOS 531, 6266, 1972-087D, November 1 1972, 114.8, STRELA
COSMOS 530, 6265, 1972-087C, November 1 1972, 113.8, STRELA
COSMOS 529, 6264, 1972-087B, November 1 1972, 114.5, STRELA
COSMOS 528, 6262, 1972-087A, November 1 1972, 114.1, STRELA
COSMOS 511, 6124, 1972-057H, July 20 1972, 116.4, STRELA
COSMOS 510, 6123, 1972-057G, July 20 1972, 116, STRELA
COSMOS 509, 6122, 1972-057F, July 20 1972, 115.7, STRELA
COSMOS 508, 6121, 1972-057E, July 20 1972, 115.3, STRELA
COSMOS 507, 6120, 1972-057D, July 20 1972, 115, STRELA
COSMOS 506, 6119, 1972-057C, July 20 1972, 114.6, STRELA
COSMOS 505, 6118, 1972-057B, July 20 1972, 114.3, STRELA
COSMOS 504, 6117, 1972-057A, July 20 1972, 114, STRELA
COSMOS 494, 6059, 1972-043A, June 23 1972, 100.3, STRELA
COSMOS 468, 5705, 1971-114A, December 17 1971, 100.3, STRELA
COSMOS 451, 5554, 1971-086H, October 13 1971, 116.7, STRELA
COSMOS 450, 5553, 1971-086G, October 13 1971, 115.9, STRELA
COSMOS 449, 5552, 1971-086F, October 13 1971, 116.3, STRELA
COSMOS 448, 5551, 1971-086E, October 13 1971, 115.5, STRELA
COSMOS 447, 5550, 1971-086D, October 13 1971, 115.1, STRELA
COSMOS 446, 5549, 1971-086C, October 13 1971, 114.8, STRELA
COSMOS 445, 5548, 1971-086B, October 13 1971, 114.5, STRELA
COSMOS 444, 5547, 1971-086A, October 13 1971, 114.1, STRELA
COSMOS 418, 5217, 1971-041H, May 7 1971, 114.8, STRELA
COSMOS 417, 5216, 1971-041G, May 7 1971, 114.2, STRELA
COSMOS 416, 5215, 1971-041F, May 7 1971, 114.5, STRELA
COSMOS 415, 5214, 1971-041E, May 7 1971, 115.4, STRELA
COSMOS 414, 5213, 1971-041D, May 7 1971, 115.1, STRELA
COSMOS 413, 5212, 1971-041C, May 7 1971, 115.8, STRELA
COSMOS 412, 5211, 1971-041B, May 7 1971, 116.1, STRELA
COSMOS 411, 5210, 1971-041A, May 7 1971, 113.8, STRELA
COSMOS 407, 5174, 1971-035A, April 23 1971, 100.5, STRELA
COSMOS 372, 4588, 1970-086A, October 16 1970, 100.3, STRELA
COSMOS 343, 4390, 1970-036H, April 25 1970, 114.2, STRELA
COSMOS 342, 4389, 1970-036G, April 25 1970, 113.5, STRELA
COSMOS 341, 4388, 1970-036F, April 25 1970, 113.9, STRELA
COSMOS 340, 4387, 1970-036E, April 25 1970, 114.6, STRELA
COSMOS 339, 4386, 1970-036D, April 25 1970, 115, STRELA
COSMOS 338, 4385, 1970-036C, April 25 1970, 115.8, STRELA
COSMOS 337, 4384, 1970-036B, April 25 1970, 116.2, STRELA
COSMOS 336, 4383, 1970-036A, April 25 1970, 115.4, STRELA
COSMOS 90, 1588, 1965-073E, September 18 1965, 116.6, STRELA
COSMOS 89, 1587, 1965-073D, September 18 1965, 116.2, STRELA
COSMOS 88, 1586, 1965-073C, September 18 1965, 115.8, STRELA
COSMOS 87, 1585, 1965-073B, September 18 1965, 115.4, STRELA
COSMOS 86, 1584, 1965-073A, September 18 1965, 115, STRELA
COSMOS 84, 1574, 1965-070E, September 3 1965, 116.4, STRELA
COSMOS 83, 1573, 1965-070D, September 3 1965, 116, STRELA
COSMOS 82, 1572, 1965-070C, September 3 1965, 115.7, STRELA
COSMOS 81, 1571, 1965-070B, September 3 1965, 115.3, STRELA
COSMOS 80, 1570, 1965-070A, September 3 1965, 114.9, STRELA


GONETS M 13 (M23), 40554, 2015-020C, March 31 2015, 115.9, GONETS
GONETS M 12 (M22), 40553, 2015-020B, March 31 2015, 115.9, GONETS
GONETS M 11 (M21), 40552, 2015-020A, March 31 2015, 115.9, GONETS
GONETS-M 10, 40063, 2014-036C, July 3 2014, 115.9, GONETS
GONETS-M 9, 40062, 2014-036B, July 3 2014, 115.9, GONETS
GONETS-M 8, 40061, 2014-036A, July 3 2014, 115.9, GONETS
GONETS M-7, 39251, 2013-048C, September 11 2013, 115.9, GONETS
GONETS M-6, 39250, 2013-048B, September 11 2013, 115.9, GONETS
GONETS M-5, 39249, 2013-048A, September 11 2013, 115.9, GONETS
GONETS M 04, 38736, 2012-041D, July 28 2012, 115.8, GONETS
GONETS M 03, 38734, 2012-041B, July 28 2012, 115.7, GONETS
STRELA 3, 37153, 2010-043B, September 8 2010, 116.1, GONETS
GONETS D1 9, 27060, 2001-058F, December 28 2001, 114, GONETS
GONETS D1 8, 27059, 2001-058E, December 28 2001, 114.2, GONETS
GONETS D1 7, 27058, 2001-058D, December 28 2001, 114.1, GONETS
GONETS D1 6, 24730, 1997-006F, February 14 1997, 114.1, GONETS
GONETS D1 5, 24729, 1997-006E, February 14 1997, 114, GONETS
GONETS D1 4, 24728, 1997-006D, February 14 1997, 113.9, GONETS
GONETS D1 3, 23789, 1996-009C, February 19 1996, 114.1, GONETS
GONETS D1 2, 23788, 1996-009B, February 19 1996, 114, GONETS
GONETS D1 1, 23787, 1996-009A, February 19 1996, 113.9, GONETS


COSMOS 1027, 10991, 1978-074A, July 27 1978, 104.6, TSIKLON
COSMOS 994, 10731, 1978-028A, March 15 1978, 104.9, TSIKLON
COSMOS 962, 10459, 1977-107A, October 28 1977, 104.8, TSIKLON
COSMOS 890, 9737, 1977-004A, January 20 1977, 105, TSIKLON
COSMOS 846, 9061, 1976-078A, July 29 1976, 104.6, TSIKLON
COSMOS 823, 8873, 1976-051A, June 2 1976, 104.9, TSIKLON
COSMOS 800, 8645, 1976-011A, February 3 1976, 105, TSIKLON
COSMOS 729, 7768, 1975-034A, April 22 1975, 104.9, TSIKLON
COSMOS 689, 7476, 1974-079A, October 18 1974, 104.9, TSIKLON
COSMOS 663, 7349, 1974-048A, June 27 1974, 104.7, TSIKLON
COSMOS 628, 7094, 1974-001A, January 17 1974, 104.7, TSIKLON
COSMOS 627, 7008, 1973-109A, December 29 1973, 104.9, TSIKLON
COSMOS 586, 6828, 1973-065A, September 14 1973, 104.7, TSIKLON
COSMOS 574, 6707, 1973-042A, June 20 1973, 104.9, TSIKLON
COSMOS 546, 6350, 1973-005A, January 26 1973, 94.7, TSIKLON
COSMOS 514, 6148, 1972-062A, August 16 1972, 104.2, TSIKLON
COSMOS 489, 6019, 1972-035A, May 6 1972, 104.7, TSIKLON
COSMOS 475, 5846, 1972-009A, February 25 1972, 104.6, TSIKLON
COSMOS 465, 5683, 1971-111A, December 15 1971, 104.8, TSIKLON
COSMOS 422, 5238, 1971-046A, May 22 1971, 104.9, TSIKLON
COSMOS 385, 4799, 1970-108A, December 12 1970, 104.6, TSIKLON
COSMOS 371, 4578, 1970-083A, October 12 1970, 99, TSIKLON
COSMOS 332, 4369, 1970-028A, April 11 1970, 99.2, TSIKLON
COSMOS 304, 4138, 1969-091A, October 21 1969, 99.6, TSIKLON
COSMOS 292, 4070, 1969-070A, August 13 1969, 99.1, TSIKLON
COSMOS 220, 3229, 1968-040A, May 7 1968, 97.6, TSIKLON
COSMOS 192, 3047, 1967-116A, November 23 1967, 98.9, TSIKLON
COSMOS 158, 2801, 1967-045A, May 15 1967, 100.2, TSIKLON


COSMOS 2315, 23603, 1995-032A, July 5 1995, 104.9, TSIKADA
TSIKADA, 23463, 1995-002A, January 24 1995, 104.9, TSIKADA
COSMOS 2230, 22307, 1993-001A, January 12 1993, 104.8, TSIKADA
COSMOS 2181, 21902, 1992-012A, March 9 1992, 104.9, TSIKADA
COSMOS 2123, 21089, 1991-007A, February 5 1991, 104.8, TSIKADA
COSMOS 2123, 21089, 1991-007A, February 5 1991, 104.8, TSIKADA
COSMOS 2123, 21089, 1991-007A, February 5 1991, 104.8, TSIKADA
COSMOS 2123, 21089, 1991-007A, February 5 1991, 104.8, TSIKADA
COSMOS 1861, 18129, 1987-054A, June 23 1987, 104.9, TSIKADA
COSMOS 1861, 18129, 1987-054A, June 23 1987, 104.9, TSIKADA
COSMOS 1816, 17359, 1987-009A, January 29 1987, 104.8, TSIKADA
