satname, satId, intl_code, launchDate, period, category
ECHOSTAR 6, 26402, 2000-038A, July 14 2000, 1457.7, GEOSTATIONARY
COSMOS 2371, 26394, 2000-036A, July 4 2000, 1436, GEOSTATIONARY
TDRS 8, 26388, 2000-034A, June 30 2000, 1436.1, GEOSTATIONARY
FENGYUN 2B, 26382, 2000-032A, June 25 2000, 1438.7, GEOSTATIONARY
EXPRESS 3A, 26378, 2000-031A, June 24 2000, 1457.9, GEOSTATIONARY
GORIZONT 33, 26372, 2000-029A, June 6 2000, 1436.5, GEOSTATIONARY
EUTE 36A (EUTE W4), 26369, 2000-028A, May 24 2000, 1436.1, GEOSTATIONARY
GOES 11, 26352, 2000-022A, May 3 2000, 1453.9, GEOSTATIONARY
GALAXY 4R, 26298, 2000-020A, April 19 2000, 1442.3, GEOSTATIONARY
EUTE 16C (SESAT 1), 26243, 2000-019A, April 17 2000, 1455.2, GEOSTATIONARY
INSAT 3B, 26108, 2000-016B, March 21 2000, 1444.8, GEOSTATIONARY
ASIASTAR, 26107, 2000-016A, March 21 2000, 1436.1, GEOSTATIONARY
EXPRESS 2A, 26098, 2000-013A, March 12 2000, 1465.6, GEOSTATIONARY
SUPERBIRD 4, 26095, 2000-012A, February 18 2000, 1456.8, GEOSTATIONARY
GARUDA 1, 26089, 2000-011A, February 12 2000, 1441.1, GEOSTATIONARY
HISPASAT 1C, 26071, 2000-007A, February 3 2000, 1451.5, GEOSTATIONARY
CHINASAT 22, 26058, 2000-003A, January 25 2000, 1479.6, GEOSTATIONARY
GALAXY 10R, 26056, 2000-002A, January 25 2000, 1445.1, GEOSTATIONARY
GALAXY 11, 26038, 1999-071A, December 22 1999, 1436.1, GEOSTATIONARY
AMC-4 (GE-4), 25954, 1999-060A, November 13 1999, 1436.1, GEOSTATIONARY
TELSTAR 12 (ORION 2), 25949, 1999-059A, October 19 1999, 1436.1, GEOSTATIONARY
DIRECTV 1R, 25937, 1999-056A, October 10 1999, 1455.2, GEOSTATIONARY
ABS 1 (LMI 1), 25924, 1999-053A, September 26 1999, 1436.1, GEOSTATIONARY
GALAXY 27 (TELSTAR 7), 25922, 1999-052A, September 25 1999, 1454.2, GEOSTATIONARY
ECHOSTAR 5, 25913, 1999-050A, September 23 1999, 1458.3, GEOSTATIONARY
YAMAL 102, 25897, 1999-047B, September 6 1999, 1440.1, GEOSTATIONARY
YAMAL 101, 25896, 1999-047A, September 6 1999, 1441.9, GEOSTATIONARY
ABS-7 (KOREASAT 3), 25894, 1999-046A, September 4 1999, 1436.3, GEOSTATIONARY
TELKOM 1, 25880, 1999-042A, August 12 1999, 1435.7, GEOSTATIONARY
ASTRA 1H, 25785, 1999-033A, June 18 1999, 1436.1, GEOSTATIONARY
NIMIQ 1, 25740, 1999-027A, May 20 1999, 1436.1, GEOSTATIONARY
ORION 3, 25727, 1999-024A, May 5 1999, 138.6, GEOSTATIONARY
USA 143, 25724, 1999-023A, April 30 1999, 153.6, GEOSTATIONARY
EUTE 21A (EUTE W3), 25673, 1999-018A, April 12 1999, 1463, GEOSTATIONARY
USA 142, 25669, 1999-017A, April 9 1999, 618.3, GEOSTATIONARY
INSAT 2E (APR-1), 25666, 1999-016A, April 2 1999, 1444.9, GEOSTATIONARY
ASIASAT 3S, 25657, 1999-013A, March 21 1999, 1436.1, GEOSTATIONARY
RADUGA 1-4, 25642, 1999-010A, February 28 1999, 1436.7, GEOSTATIONARY
SKYNET 4E, 25639, 1999-009B, February 26 1999, 1436.1, GEOSTATIONARY
ARABSAT 3A, 25638, 1999-009A, February 26 1999, 1437.9, GEOSTATIONARY
JCSAT 6, 25630, 1999-006A, February 16 1999, 1436.1, GEOSTATIONARY
GALAXY 26 (TELSTAR 6), 25626, 1999-005A, February 15 1999, 1454.6, GEOSTATIONARY
INTELSAT 6B (PAS 6B), 25585, 1998-075A, December 22 1998, 1452.3, GEOSTATIONARY
SATMEX 5, 25558, 1998-070A, December 6 1998, 1458.7, GEOSTATIONARY
BONUM 1, 25546, 1998-068A, November 22 1998, 1454, GEOSTATIONARY
INTELSAT 8 (PAS 8), 25522, 1998-065A, November 4 1998, 1512.8, GEOSTATIONARY
AMC-5 (GE-5), 25516, 1998-063B, October 28 1998, 1449.6, GEOSTATIONARY
AFRISTAR, 25515, 1998-063A, October 28 1998, 1454.5, GEOSTATIONARY
EUTE 25A (HB 5), 25495, 1998-057A, October 9 1998, 1462.6, GEOSTATIONARY
SIRIUS 3, 25492, 1998-056B, October 5 1998, 1454.1, GEOSTATIONARY
EUTELSAT W2, 25491, 1998-056A, October 5 1998, 1450.7, GEOSTATIONARY
INTELSAT 7 (PAS 7), 25473, 1998-052A, September 16 1998, 1466.2, GEOSTATIONARY
ASTRA 2A, 25462, 1998-050A, August 30 1998, 1436.1, GEOSTATIONARY
ST 1, 25460, 1998-049A, August 25 1998, 1458.3, GEOSTATIONARY
CHINASAT 5B (SINOSAT 1), 25404, 1998-044A, July 18 1998, 1451.8, GEOSTATIONARY
INTELSAT 805, 25371, 1998-037A, June 18 1998, 1436.1, GEOSTATIONARY
THOR 3, 25358, 1998-035A, June 10 1998, 1436.1, GEOSTATIONARY
CHINASAT 5A (CHINASTAR1), 25354, 1998-033A, May 30 1998, 1454.7, GEOSTATIONARY
ECHOSTAR 4, 25331, 1998-028A, May 7 1998, 1455.3, GEOSTATIONARY
COSMOS 2350, 25315, 1998-025A, April 29 1998, 1436.3, GEOSTATIONARY
BSAT-1B, 25312, 1998-024B, April 28 1998, 1452.8, GEOSTATIONARY
NILESAT, 25311, 1998-024A, April 28 1998, 1478.5, GEOSTATIONARY
NSS 806 (INTELSAT 806), 25239, 1998-014A, February 28 1998, 1453.5, GEOSTATIONARY
EUTE 16B (HB 4), 25237, 1998-013A, February 27 1998, 1465.3, GEOSTATIONARY
INMARSAT 3-F5, 25153, 1998-006B, February 4 1998, 1436.1, GEOSTATIONARY
BRAZILSAT B3, 25152, 1998-006A, February 4 1998, 1451.4, GEOSTATIONARY
SKYNET 4D, 25134, 1998-002A, January 10 1998, 1452.3, GEOSTATIONARY
HGS-1 (ASIASAT 3), 25126, 1997-086A, December 24 1997, 1435.6, GEOSTATIONARY
GALAXY 8, 25086, 1997-078A, December 8 1997, 1444.2, GEOSTATIONARY
ASTRA 1G, 25071, 1997-076A, December 2 1997, 1436.1, GEOSTATIONARY
JCSAT 5, 25067, 1997-075A, December 2 1997, 1459.6, GEOSTATIONARY
INDOSTAR 1, 25050, 1997-071B, November 11 1997, 1435.2, GEOSTATIONARY
SIRIUS 2 (GE-1E), 25049, 1997-071A, November 11 1997, 1448.7, GEOSTATIONARY
KUPON, 25045, 1997-070A, November 12 1997, 1435.7, GEOSTATIONARY
USA 134, 25019, 1997-065A, October 25 1997, 1436.1, GEOSTATIONARY
APSTAR 2R (TELSTAR 10), 25010, 1997-062A, October 16 1997, 1451.5, GEOSTATIONARY
ECHOSTAR 3, 25004, 1997-059A, October 5 1997, 1456.4, GEOSTATIONARY
NSS 5 (INTELSAT 803), 24957, 1997-053A, September 23 1997, 1436.1, GEOSTATIONARY
AMC-3 (GE-3), 24936, 1997-050A, September 4 1997, 1436.1, GEOSTATIONARY
METEOSAT 7, 24932, 1997-049B, September 2 1997, 1464.8, GEOSTATIONARY
W75/ABS-1B (HOT BIRD 3), 24931, 1997-049A, September 2 1997, 1405.1, GEOSTATIONARY
INTELSAT 5 (PAS 5), 24916, 1997-046A, August 28 1997, 1436.1, GEOSTATIONARY
ABS 3, 24901, 1997-042A, August 19 1997, 1450.7, GEOSTATIONARY
PAS 6, 24891, 1997-040A, August 8 1997, 1536.8, GEOSTATIONARY
SUPERBIRD C, 24880, 1997-036A, July 28 1997, 1453.5, GEOSTATIONARY
INTELSAT 802, 24846, 1997-031A, June 25 1997, 1467.8, GEOSTATIONARY
FENGYUN 2A, 24834, 1997-029A, June 10 1997, 1499.2, GEOSTATIONARY
INSAT 2D, 24820, 1997-027B, June 3 1997, 1374.1, GEOSTATIONARY
INMARSAT 3-F4, 24819, 1997-027A, June 3 1997, 1447.3, GEOSTATIONARY
GALAXY 25 (TELSTAR 5), 24812, 1997-026A, May 24 1997, 1436.1, GEOSTATIONARY
THOR 2A, 24808, 1997-025A, May 20 1997, 1454.9, GEOSTATIONARY
DFH-3 2, 24798, 1997-021A, May 11 1997, 1436.5, GEOSTATIONARY
GOES 10, 24786, 1997-019A, April 25 1997, 1452.8, GEOSTATIONARY
BSAT-1A, 24769, 1997-016B, April 16 1997, 1452.8, GEOSTATIONARY
THAICOM 3, 24768, 1997-016A, April 16 1997, 1458.2, GEOSTATIONARY
DIRECTV 6 (TEMPO 2), 24748, 1997-011A, March 8 1997, 1454.1, GEOSTATIONARY
INTELSAT 801, 24742, 1997-009A, March 1 1997, 1458.4, GEOSTATIONARY
INTELSAT 26 (JCSAT 4), 24732, 1997-007A, February 17 1997, 1436.1, GEOSTATIONARY
NAHUEL 1A, 24714, 1997-002B, January 30 1997, 1448.9, GEOSTATIONARY
AMC-2 (GE-2), 24713, 1997-002A, January 30 1997, 1436.1, GEOSTATIONARY
INMARSAT 3-F3, 24674, 1996-070A, December 18 1996, 1436.1, GEOSTATIONARY
EUTE 48A (HB2), 24665, 1996-067A, November 21 1996, 1463.7, GEOSTATIONARY
MEASAT 2, 24653, 1996-063B, November 13 1996, 1444.9, GEOSTATIONARY
ARABSAT 2B, 24652, 1996-063A, November 13 1996, 1448.6, GEOSTATIONARY
EXPRESS 2, 24435, 1996-058A, September 26 1996, 1435.6, GEOSTATIONARY
AMC-1 (GE-1), 24315, 1996-054A, September 8 1996, 1436.1, GEOSTATIONARY
ECHOSTAR 2, 24313, 1996-055A, September 11 1996, 1437.2, GEOSTATIONARY
INMARSAT 3-F2, 24307, 1996-053A, September 6 1996, 1440, GEOSTATIONARY
CHINASAT 7, 24282, 1996-048A, August 18 1996, 1350.1, GEOSTATIONARY
TELECOM 2D, 24209, 1996-044B, August 8 1996, 1462.7, GEOSTATIONARY
ITALSAT 2, 24208, 1996-044A, August 8 1996, 1428.8, GEOSTATIONARY
TURKSAT 1C, 23949, 1996-040B, July 9 1996, 1437.4, GEOSTATIONARY
ARABSAT 2A, 23948, 1996-040A, July 9 1996, 1451.2, GEOSTATIONARY
APSTAR 1A, 23943, 1996-039A, July 3 1996, 1451.8, GEOSTATIONARY
INTELSAT 709, 23915, 1996-035A, June 15 1996, 1451.9, GEOSTATIONARY
GORIZONT 32, 23880, 1996-034A, May 25 1996, 1437.7, GEOSTATIONARY
GALAXY 9, 23877, 1996-033A, May 24 1996, 1446.6, GEOSTATIONARY
INTELSAT 24 (AMOS 1), 23865, 1996-030B, May 16 1996, 1482.7, GEOSTATIONARY
PALAPA C2, 23864, 1996-030A, May 16 1996, 1454.6, GEOSTATIONARY
MSAT M1, 23846, 1996-022A, April 20 1996, 1436.1, GEOSTATIONARY
ASTRA 1F, 23842, 1996-021A, April 8 1996, 1436.1, GEOSTATIONARY
INMARSAT 3-F1, 23839, 1996-020A, April 3 1996, 1436.1, GEOSTATIONARY
INTELSAT 707, 23816, 1996-015A, March 14 1996, 1462.2, GEOSTATIONARY
NSTAR B, 23781, 1996-007A, February 5 1996, 1450.7, GEOSTATIONARY
PAKSAT 1 (ANATOLIA 1), 23779, 1996-006A, February 1 1996, 1445.8, GEOSTATIONARY
GORIZONT 31, 23775, 1996-005A, January 25 1996, 1441.6, GEOSTATIONARY
ABS-1A (KOREASAT 2), 23768, 1996-003A, January 14 1996, 1443.1, GEOSTATIONARY
AFRICASAT 1 (MEASAT 1), 23765, 1996-002B, January 12 1996, 1453.6, GEOSTATIONARY
INTELSAT 3R (PAS 3R), 23764, 1996-002A, January 12 1996, 1453.3, GEOSTATIONARY
ECHOSTAR 1, 23754, 1995-073A, December 28 1995, 1455.6, GEOSTATIONARY
GALAXY 3R, 23741, 1995-069A, December 15 1995, 1435.9, GEOSTATIONARY
INSAT 2C, 23731, 1995-067B, December 6 1995, 1443.2, GEOSTATIONARY
TELECOM 2C, 23730, 1995-067A, December 6 1995, 1470.3, GEOSTATIONARY
AMOS 5I (ASIASAT 2), 23723, 1995-064A, November 28 1995, 1450.1, GEOSTATIONARY
GALS 2, 23717, 1995-063A, November 17 1995, 1441.6, GEOSTATIONARY
USA 115, 23712, 1995-060A, November 6 1995, 1436.1, GEOSTATIONARY
ASTRA 1E, 23686, 1995-055A, October 19 1995, 1457.6, GEOSTATIONARY
LUCH 1, 23680, 1995-054A, October 11 1995, 1436, GEOSTATIONARY
TELSTAR 4 (TELSTAR 402R), 23670, 1995-049A, September 24 1995, 1436.3, GEOSTATIONARY
COSMOS 2319, 23653, 1995-045A, August 30 1995, 1437, GEOSTATIONARY
NSTAR A, 23651, 1995-044A, August 29 1995, 1452.7, GEOSTATIONARY
JCSAT 3, 23649, 1995-043A, August 29 1995, 1452.4, GEOSTATIONARY
KOREASAT 1, 23639, 1995-041A, August 5 1995, 1444.8, GEOSTATIONARY
INTELSAT 4 (PAS 4), 23636, 1995-040A, August 3 1995, 1482.6, GEOSTATIONARY
TDRS 7, 23613, 1995-035B, July 13 1995, 1436.1, GEOSTATIONARY
DIRECTV 3 (DBS/NIMIQ 3), 23598, 1995-029A, June 10 1995, 1454.5, GEOSTATIONARY
GOES 9, 23581, 1995-025A, May 23 1995, 1457.5, GEOSTATIONARY
INTELSAT 706, 23571, 1995-023A, May 17 1995, 1453.8, GEOSTATIONARY
AMSC 1, 23553, 1995-019A, April 7 1995, 1436.1, GEOSTATIONARY
HOT BIRD 1, 23537, 1995-016B, March 28 1995, 1449.9, GEOSTATIONARY
BRAZILSAT B2, 23536, 1995-016A, March 28 1995, 1451, GEOSTATIONARY
INTELSAT 705, 23528, 1995-013A, March 22 1995, 1455, GEOSTATIONARY
INTELSAT 704, 23461, 1995-001A, January 10 1995, 1451.9, GEOSTATIONARY
RADUGA 32, 23448, 1994-087A, December 28 1994, 1436.1, GEOSTATIONARY
LUCH, 23426, 1994-082A, December 16 1994, 1436.1, GEOSTATIONARY
DFH-3 1, 23415, 1994-080A, November 29 1994, 1426.3, GEOSTATIONARY
TELSTAR 11 (ORION 1), 23413, 1994-079A, November 29 1994, 1460.7, GEOSTATIONARY
ASTRA 1D, 23331, 1994-070A, November 1 1994, 1436.1, GEOSTATIONARY
ELEKTRO (GOMS), 23327, 1994-069A, October 31 1994, 1436.3, GEOSTATIONARY
EXPRESS 1, 23319, 1994-067A, October 13 1994, 1442.6, GEOSTATIONARY
THAICOM 2, 23314, 1994-065B, October 8 1994, 1445.8, GEOSTATIONARY
SOLIDARIDAD 2, 23313, 1994-065A, October 8 1994, 1456.5, GEOSTATIONARY
NSS 703 (INTELSAT 703), 23305, 1994-064A, October 6 1994, 1450, GEOSTATIONARY
COSMOS 2291, 23267, 1994-060A, September 21 1994, 1437, GEOSTATIONARY
ETS 6, 23230, 1994-056A, August 28 1994, 861.8, GEOSTATIONARY
OPTUS B3, 23227, 1994-055A, August 27 1994, 1459, GEOSTATIONARY
TURKSAT 1B, 23200, 1994-049B, August 10 1994, 1453.8, GEOSTATIONARY
BRAZILSAT B1, 23199, 1994-049A, August 10 1994, 1450.9, GEOSTATIONARY
DIRECTV 2 (DBS 2), 23192, 1994-047A, August 3 1994, 1460, GEOSTATIONARY
APSTAR 1, 23185, 1994-043A, July 21 1994, 1449.1, GEOSTATIONARY
BS-3N, 23176, 1994-040B, July 8 1994, 1452.4, GEOSTATIONARY
INTELSAT 2 (PAS 2), 23175, 1994-040A, July 8 1994, 1451.7, GEOSTATIONARY
INTELSAT 702, 23124, 1994-034A, June 17 1994, 1455.5, GEOSTATIONARY
GOES 8, 23051, 1994-022A, April 13 1994, 1455.9, GEOSTATIONARY
GALAXY 1R, 23016, 1994-013A, February 19 1994, 1451.3, GEOSTATIONARY
USA 99, 22988, 1994-009A, February 7 1994, 1436.2, GEOSTATIONARY
GALS 1, 22963, 1994-002A, January 20 1994, 1435.1, GEOSTATIONARY
THAICOM 1, 22931, 1993-078B, December 18 1993, 1451.9, GEOSTATIONARY
DIRECTV 1 (DBS 1), 22930, 1993-078A, December 18 1993, 1454.8, GEOSTATIONARY
TELSTAR 401, 22927, 1993-077A, December 16 1993, 1435.9, GEOSTATIONARY
NATO 4B, 22921, 1993-076A, December 8 1993, 1461.7, GEOSTATIONARY
METEOSAT 6, 22912, 1993-073B, November 20 1993, 1454.8, GEOSTATIONARY
SOLIDARIDAD 1, 22911, 1993-073A, November 20 1993, 1436, GEOSTATIONARY
GORIZONT 29, 22907, 1993-072A, November 18 1993, 1438.4, GEOSTATIONARY
GORIZONT 28, 22880, 1993-069A, October 28 1993, 1445, GEOSTATIONARY
INTELSAT 701, 22871, 1993-066A, October 22 1993, 1449.9, GEOSTATIONARY
RADUGA 30, 22836, 1993-062A, September 30 1993, 1436, GEOSTATIONARY
ACTS, 22796, 1993-058B, September 12 1993, 1436.1, GEOSTATIONARY
INSAT 2B, 22724, 1993-048B, July 22 1993, 1440.5, GEOSTATIONARY
HISPASAT 1B, 22723, 1993-048A, July 22 1993, 1443.9, GEOSTATIONARY
HGS 4 (GALAXY 4), 22694, 1993-039A, June 25 1993, 1436, GEOSTATIONARY
ASTRA 1C, 22653, 1993-031A, May 12 1993, 1456.9, GEOSTATIONARY
UFO 1 (USA 98), 22563, 1993-015A, March 25 1993, 1450.9, GEOSTATIONARY
RADUGA 29, 22557, 1993-013A, March 25 1993, 1435.8, GEOSTATIONARY
TDRS 6, 22314, 1993-003B, January 13 1993, 1436.2, GEOSTATIONARY
COSMOS 2224, 22269, 1992-088A, December 17 1992, 1436.3, GEOSTATIONARY
SUPERBIRD A1, 22253, 1992-084A, December 1 1992, 1452.8, GEOSTATIONARY
GORIZONT 27, 22245, 1992-082A, November 27 1992, 1437.2, GEOSTATIONARY
EKRAN 20, 22210, 1992-074A, October 30 1992, 1436.9, GEOSTATIONARY
GALAXY 7, 22205, 1992-072A, October 28 1992, 1444.3, GEOSTATIONARY
HELLAS SAT 1 (DFS 3), 22175, 1992-066A, October 12 1992, 1443.8, GEOSTATIONARY
SATCOM C3, 22117, 1992-060B, September 10 1992, 1484.4, GEOSTATIONARY
HISPASAT 1A, 22116, 1992-060A, September 10 1992, 1449.9, GEOSTATIONARY
SATCOM C4, 22096, 1992-057A, August 31 1992, 1454.3, GEOSTATIONARY
OPTUS B1 (AUSSAT B1), 22087, 1992-054A, August 13 1992, 1451.5, GEOSTATIONARY
GORIZONT 26, 22041, 1992-043A, July 14 1992, 1451, GEOSTATIONARY
EUTELSAT 2-F4, 22028, 1992-041B, July 9 1992, 1453.4, GEOSTATIONARY
INSAT 2A, 22027, 1992-041A, July 9 1992, 1437.1, GEOSTATIONARY
PALAPA B4, 21964, 1992-027A, May 14 1992, 1440.7, GEOSTATIONARY
INMARSAT 2-F4, 21940, 1992-021B, April 15 1992, 1470.2, GEOSTATIONARY
TELECOM 2B, 21939, 1992-021A, April 15 1992, 1446.9, GEOSTATIONARY
GORIZONT 25, 21922, 1992-017A, April 2 1992, 1442, GEOSTATIONARY
GALAXY 5, 21906, 1992-013A, March 14 1992, 1450.3, GEOSTATIONARY
INSAT 2R (ARABSAT 1C), 21894, 1992-010B, February 26 1992, 1459.2, GEOSTATIONARY
SUPERBIRD B1, 21893, 1992-010A, February 26 1992, 1453.8, GEOSTATIONARY
STTW-5, 21833, 1991-088A, December 28 1991, 632.6, GEOSTATIONARY
INMARSAT 2-F3, 21814, 1991-084B, December 16 1991, 1499, GEOSTATIONARY
TELECOM 2A, 21813, 1991-084A, December 16 1991, 1455.3, GEOSTATIONARY
EUTELSAT 2-F3, 21803, 1991-083A, December 7 1991, 1450.2, GEOSTATIONARY
COSMOS 2172, 21789, 1991-079A, November 22 1991, 1435, GEOSTATIONARY
INTELSAT 601, 21765, 1991-075A, October 29 1991, 1445.9, GEOSTATIONARY
ANIK E1, 21726, 1991-067A, September 26 1991, 1451.9, GEOSTATIONARY
BS-3B (YURI 3B), 21668, 1991-060A, August 25 1991, 1457.7, GEOSTATIONARY
INTELSAT 605, 21653, 1991-055A, August 14 1991, 1449.8, GEOSTATIONARY
TDRS 5, 21639, 1991-054B, August 2 1991, 1436, GEOSTATIONARY
AURORA 2, 21392, 1991-037A, May 29 1991, 1454.3, GEOSTATIONARY
SPACENET 4 (ASC 2), 21227, 1991-028A, April 13 1991, 1446.2, GEOSTATIONARY
ANIK E2, 21222, 1991-026A, April 4 1991, 1452.6, GEOSTATIONARY
INMARSAT 2-F2, 21149, 1991-018A, March 8 1991, 1458.6, GEOSTATIONARY
METEOSAT 5 (MOP 2), 21140, 1991-015B, March 2 1991, 1462.6, GEOSTATIONARY
ASTRA 1B, 21139, 1991-015A, March 2 1991, 1461.8, GEOSTATIONARY
COSMOS 2133, 21111, 1991-010A, February 14 1991, 1436, GEOSTATIONARY
EUTELSAT 2-F2, 21056, 1991-003B, January 15 1991, 1455.4, GEOSTATIONARY
ITALSAT 1, 21055, 1991-003A, January 15 1991, 1440.5, GEOSTATIONARY
NATO 4A, 21047, 1991-001A, January 8 1991, 1465.1, GEOSTATIONARY
GSTAR 4, 20946, 1990-100B, November 20 1990, 1452.4, GEOSTATIONARY
SATCOM C1, 20945, 1990-100A, November 20 1990, 1451.8, GEOSTATIONARY
USA 65, 20929, 1990-095A, November 13 1990, 1463.5, GEOSTATIONARY
INMARSAT 2-F1, 20918, 1990-093A, October 30 1990, 1456.3, GEOSTATIONARY
GALAXY 6, 20873, 1990-091B, October 12 1990, 1443.5, GEOSTATIONARY
SBS 6, 20872, 1990-091A, October 12 1990, 1454.6, GEOSTATIONARY
EUTELSAT 2-F1, 20777, 1990-079B, August 30 1990, 1449.5, GEOSTATIONARY
SKYNET 4C, 20776, 1990-079A, August 30 1990, 1436.1, GEOSTATIONARY
BS-3A (YURI 3A), 20771, 1990-077A, August 28 1990, 1457.3, GEOSTATIONARY
THOR 1 (MARCOPOLO 2), 20762, 1990-074A, August 18 1990, 1451.4, GEOSTATIONARY
DFS 2, 20706, 1990-063B, July 24 1990, 1446.5, GEOSTATIONARY
TDF 2, 20705, 1990-063A, July 24 1990, 1460.3, GEOSTATIONARY
COSMOS 2085, 20693, 1990-061A, July 18 1990, 1436, GEOSTATIONARY
INTELSAT 604, 20667, 1990-056A, June 23 1990, 1462.9, GEOSTATIONARY
INSAT 1D, 20643, 1990-051A, June 12 1990, 1436.1, GEOSTATIONARY
NEWSAT-1 (PALAPA B2R), 20570, 1990-034A, April 13 1990, 1446.8, GEOSTATIONARY
ASIASAT 1, 20558, 1990-030A, April 7 1990, 1451, GEOSTATIONARY
INTELSAT 603, 20523, 1990-021A, March 14 1990, 1447.5, GEOSTATIONARY
STTW-4, 20473, 1990-011A, February 4 1990, 1435.7, GEOSTATIONARY
LEASAT 5, 20410, 1990-002B, January 9 1990, 1445.9, GEOSTATIONARY
JCSAT 2, 20402, 1990-001B, January 1 1990, 1461.3, GEOSTATIONARY
SKYNET 4A, 20401, 1990-001A, January 1 1990, 1454.6, GEOSTATIONARY
COSMOS 2054, 20391, 1989-101A, December 27 1989, 1435.6, GEOSTATIONARY
INTELSAT 602, 20315, 1989-087A, October 27 1989, 1454.5, GEOSTATIONARY
FLTSATCOM 8 (USA 46), 20253, 1989-077A, September 25 1989, 1436.1, GEOSTATIONARY
HIMAWARI 4 (GMS 4), 20217, 1989-070A, September 5 1989, 1478.2, GEOSTATIONARY
SIRIUS W (MARCOPOLO 1), 20193, 1989-067A, August 27 1989, 1451.8, GEOSTATIONARY
TVSAT 2, 20168, 1989-062A, August 8 1989, 1442.1, GEOSTATIONARY
OLYMPUS 1, 20122, 1989-053A, July 12 1989, 1420.5, GEOSTATIONARY
DFS 1, 20041, 1989-041B, June 5 1989, 1430.5, GEOSTATIONARY
SUPERBIRD A, 20040, 1989-041A, June 5 1989, 1443.7, GEOSTATIONARY
TELE-X, 19919, 1989-027A, April 2 1989, 1451.9, GEOSTATIONARY
TDRS 4, 19883, 1989-021B, March 13 1989, 1462.2, GEOSTATIONARY
METEOSAT 4 (MOP 1), 19876, 1989-020B, March 6 1989, 1482.9, GEOSTATIONARY
JCSAT 1, 19874, 1989-020A, March 6 1989, 1446.7, GEOSTATIONARY
STTW-3, 19710, 1988-111A, December 22 1988, 1437.2, GEOSTATIONARY
ASTRA 1A, 19688, 1988-109B, December 11 1988, 1464.3, GEOSTATIONARY
SKYNET 4B, 19687, 1988-109A, December 11 1988, 1444.6, GEOSTATIONARY
EKRAN 19, 19683, 1988-108A, December 10 1988, 1489.9, GEOSTATIONARY
TDF 1, 19621, 1988-098A, October 28 1988, 1451.7, GEOSTATIONARY
TDRS 3, 19548, 1988-091B, September 29 1988, 1436.2, GEOSTATIONARY
CS 3B, 19508, 1988-086A, September 16 1988, 1451.3, GEOSTATIONARY
SBS 5, 19484, 1988-081B, September 8 1988, 1442.9, GEOSTATIONARY
GSTAR 3, 19483, 1988-081A, September 8 1988, 1436.1, GEOSTATIONARY
COSMOS 1961, 19344, 1988-066A, August 1 1988, 1436, GEOSTATIONARY
EUTELSAT 1-F5 (ECS 5), 19331, 1988-063B, July 21 1988, 1466.9, GEOSTATIONARY
INSAT 1C, 19330, 1988-063A, July 21 1988, 1435.5, GEOSTATIONARY
PAS 1, 19217, 1988-051C, June 15 1988, 1448.9, GEOSTATIONARY
METEOSAT 3, 19215, 1988-051A, June 15 1988, 1485.3, GEOSTATIONARY
EKRAN 18, 19090, 1988-036A, May 6 1988, 1512.9, GEOSTATIONARY
COSMOS 1940, 19073, 1988-034A, April 26 1988, 1430.6, GEOSTATIONARY
TELECOM 1C, 18952, 1988-018B, March 11 1988, 1470, GEOSTATIONARY
SPACENET 3R, 18951, 1988-018A, March 11 1988, 1444.9, GEOSTATIONARY
STTW-2, 18922, 1988-014A, March 7 1988, 1436.5, GEOSTATIONARY
CS 3A, 18877, 1988-012A, February 19 1988, 1467.3, GEOSTATIONARY
EKRAN 17, 18715, 1987-109A, December 27 1987, 1501.9, GEOSTATIONARY
USA 28, 18583, 1987-097A, November 29 1987, 1463.6, GEOSTATIONARY
COSMOS 1897, 18575, 1987-096A, November 26 1987, 1436.3, GEOSTATIONARY
TVSAT 1, 18570, 1987-095A, November 21 1987, 1455.7, GEOSTATIONARY
COSMOS 1888, 18384, 1987-084A, October 1 1987, 1434.4, GEOSTATIONARY
EUTELSAT 1-F4 (ECS 4), 18351, 1987-078B, September 16 1987, 1459.2, GEOSTATIONARY
OPTUS A3 (AUSSAT 3), 18350, 1987-078A, September 16 1987, 1455.9, GEOSTATIONARY
EKRAN 16, 18328, 1987-073A, September 3 1987, 1492.5, GEOSTATIONARY
KIKU 5 (ETS 5), 18316, 1987-070A, August 27 1987, 1449.6, GEOSTATIONARY
AGILA 1 (PALAPA B2P), 17706, 1987-029A, March 20 1987, 1441.3, GEOSTATIONARY
GOES 7, 17561, 1987-022A, February 26 1987, 1441.6, GEOSTATIONARY
FLTSATCOM 7 (USA 20), 17181, 1986-096A, December 5 1986, 1436.1, GEOSTATIONARY
EKRAN 15, 16729, 1986-038A, May 24 1986, 1491.5, GEOSTATIONARY
COSMOS 1738, 16667, 1986-027A, April 4 1986, 1435.4, GEOSTATIONARY
BRAZILSAT 2, 16650, 1986-026B, March 28 1986, 1445.2, GEOSTATIONARY
GSTAR 2, 16649, 1986-026A, March 28 1986, 1443, GEOSTATIONARY
BS-2B (YURI 2B), 16597, 1986-016A, February 12 1986, 1450.2, GEOSTATIONARY
STTW-1, 16526, 1986-010A, February 1 1986, 1435.6, GEOSTATIONARY
SATCOM K1, 16482, 1986-003B, January 12 1986, 1446.4, GEOSTATIONARY
SATCOM K2, 16276, 1985-109D, November 27 1985, 1445.6, GEOSTATIONARY
